    ocorrencia_id,fração_origem,tipo,descricao_completa,data_ocorrencia,gravidade,resolvido,acao_tomada
OC00236,FR0391,VANDALISMO,Grafittis na entrada do bloco A. Necessária limpeza e eventual instalação de câmaras.,2025-05-10 16:43,3,False,A resolver
OC00237,FR0487,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-06-30 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00238,FR2019,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-06-07 16:43,4,False,Em análise pela administração
OC00239,FR1872,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",29-05-2024 16:43,4,S,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00240,FR2221,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-06-09 16:43,2,0,Em análise pela administração
OC00241,FR2290,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-07-15 16:43,3,False,Pendente
OC00242,FR0703,Parking,"CARRO ABANDONADO NA GARAGEM HÁ MESES, OCUPANDO LUGAR E VERTENDO ÓLEO.",2025-04-08 16:43,1,False,Pendente
OC00243,FR1195,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-04-01 16:43,5,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00244,FR0638,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-06-11 16:43,4,False,Em análise pela administração
OC00245,FR1961,Higiene,LIXO ACUMULADO NO PATAMAR DO 7º ANDAR HÁ VÁRIOS DIAS. CHEIRO NAUSEABUNDO.,2024-08-25 16:43,2,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00246,FR0547,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-03-21 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00247,FR1453,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-03-18 16:43,1,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00248,FR1813,Ruído,Cão do apartamento 1A ladra constantemente durante o dia quando os proprietários estão ausentes.,31/03/2025 16:43,1,False,A resolver
OC00249,FR2212,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-05-04 16:43,2,True,
OC00250,FR1183,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 1A. Já causou danos na pintura e no rodapé.",2025-01-13 16:43,3,Não,A resolver
OC00251,FR2480,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-01-05 16:43,3,False,Pendente
OC00252,FR1717,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-09-03 16:43,3,False,Em análise pela administração
OC00253,FR2050,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-02-06 16:43,2,False,A resolver
OC00254,FR2324,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-06-17 16:43,5,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00255,FR1177,Ruído,Obras não autorizadas no apartamento 2B fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-05-26 16:43,4,False,Em análise pela administração
OC00256,FR2081,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-07-21 16:43,1,N,Em análise pela administração
OC00257,FR1330,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-08-21 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00258,FR2337,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 73). Já aconteceu várias vezes.,2025-08-19 16:43,3,False,em analise
OC00259,FR0644,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-04-19 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00260,FR1583,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024-03-31 16:43,3,False,A resolver
OC00261,FR0307,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-03-04 16:43,3,False,Pendente
OC00262,FR1425,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-06-22 16:43,3,False,A resolver
OC00263,FR0763,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-07-11 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00264,FR1784,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-06-08 16:43,3,False,A resolver
OC00265,FR0547,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2025-05-07 16:43,3,False,Pendente
OC00266,FR0224,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 57). Já aconteceu várias vezes.,2024-11-10 16:43,3,False,A resolver
OC00267,FR0407,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024-10-01 16:43,3,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00268,FR1720,limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-05-31 16:43,2,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00269,FR1037,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-11-15 16:43,0,False,Em análise pela administração
OC00270,FR0058,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-08-31 16:43,5,False,Pendente
OC00271,FR1008,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-10-03 16:43,1,False,em analise
OC00272,FR2149,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-02-07 16:43,2,True,
OC00273,FR1907,Limpeza,Lixo acumulado no patamar do 5º andar há vários dias. Cheiro nauseabundo.,2024-12-22 16:43,3,False,Em análise pela administração
OC00274,FR2068,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-02-19 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00275,FR0814,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-04-03 16:43,1,False,A resolver
OC00276,FR1117,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-03-29 16:43,3,False,Pendente
OC00277,FR1545,Vandalismo,Grafittis na entrada do bloco B. Necessária limpeza e eventual instalação de câmaras.,2025-07-13 16:43,4,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00278,FR1124,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2025-01-19 16:43,1,False,em analise
OC00279,FR1923,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-07-29 16:43,4,False,Pendente
OC00280,FR0161,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-02-20 16:43,5,False,Em análise pela administração
OC00281,FR2211,ESTACIONAMENTO,Veículo estacionado no meu lugar de garagem (lugar 7). Já aconteceu várias vezes.,2024-08-27 16:43,2,False,em analise
OC00282,FR0787,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-08-20 16:43,2,False,Pendente
OC00283,FR1216,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-07-15 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00284,FR0833,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-10-31 16:43,2,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00285,FR1174,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2025-02-02 16:43,3,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00286,FR2284,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-04-13 16:43,1,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00287,FR2086,Ruído,Obras não autorizadas no apartamento 1A fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-07-09 16:43,3,False,Pendente
OC00288,FR1911,Ruído,Cão do apartamento 3C ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-11-15 16:43,4,False,em analise
OC00289,FR2472,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-05-27 16:43,5,False,Em análise pela administração
OC00290,FR0497,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-01-15 16:43,4,Não,Em análise pela administração
OC00291,FR2281,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-07-13 16:43,4,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00292,FR0006,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-11-29 16:43,3,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00293,FR0199,Limpeza,Lixo acumulado no patamar do 2º andar há vários dias. Cheiro nauseabundo.,2024-07-26 16:43,3,False,Em análise pela administração
OC00294,FR0222,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-05-16 16:43,1,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00295,FR1116,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-01-05 16:43,4,Sim,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00296,FR0603,RUÍDO,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-07-28 16:43,3,False,em analise
OC00297,FR0203,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-11-20 16:43,1,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00298,FR0571,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 14). Já aconteceu várias vezes.,2024/06/05 16:43:25,4,False,em analise
OC00299,FR0342,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-10-06 16:43,2,False,Em análise pela administração
OC00300,FR1473,Infiltração,,2025-04-05 16:43,4,False,Em análise pela administração
OC00301,FR0775,Ruído,Cão do apartamento 1A ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-11-30 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00302,FR1979,Ruído,Cão do apartamento 1A ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-04-22 16:43,2,False,Pendente
OC00303,FR1510,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2024-07-21 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00304,FR1177,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2024-12-19 16:43,3,False,A resolver
OC00305,FR0681,Vandalismo,Grafittis na entrada do bloco Sul. Necessária limpeza e eventual instalação de câmaras.,2025-02-15 16:43,4,False,Em análise pela administração
OC00306,FR2433,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 1A. Já causou danos na pintura e no rodapé.",2025-09-03 16:43,4,False,Pendente
OC00307,FR1411,Vandalismo,GRAFITTIS NA ENTRADA DO BLOCO A. NECESSÁRIA LIMPEZA E EVENTUAL INSTALAÇÃO DE CÂMARAS.,2024-07-03 16:43,3,False,Em análise pela administração
OC00308,FR2121,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-04-28 16:43,1,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00309,FR0984,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-05-31 16:43,3,False,A resolver
OC00310,FR1022,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-04-29 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00311,FR0938,Ruído,"Barulho excessivo proveniente do apartamento 1A durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-03-13 16:43,4,False,em analise
OC00312,FR2289,Vandalismo,Grafittis na entrada do bloco A. Necessária limpeza e eventual instalação de câmaras.,2025-08-12 16:43,3,False,Pendente
OC00313,FR1706,SEGURANÇA,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-10-10 16:43,4,False,Em análise pela administração
OC00314,FR1788,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-11-27 16:43,2,False,Em análise pela administração
OC00315,FR0066,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-04-03 16:43,0,False,em analise
OC00316,FR0895,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2025-06-10 16:43,3,False,em analise
OC00317,FR1990,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 55). Já aconteceu várias vezes.,2024-12-22 16:43,4,False,em analise
OC00318,FR0703,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-04-11 16:43,2,False,A resolver
OC00319,FR0508,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-07-30 16:43,4,False,A resolver
OC00320,FR1831,ruido,"Barulho excessivo proveniente do apartamento 5E durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-10-23 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00321,FR0961,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-09-12 16:43,4,N,Em análise pela administração
OC00322,FR0123,Ruído,"Barulho excessivo proveniente do apartamento 2B durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-10-25 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00323,FR2417,Vandalism,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024-09-29 16:43,2,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00324,FR2201,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-04-30 16:43,2,False,em analise
OC00325,FR0029,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-03-13 16:43,4,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00326,FR0446,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-05-01 16:43,3,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00327,FR1485,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-04-24 16:43,4,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00328,FR0429,RUÍDO,"Barulho excessivo proveniente do apartamento 1A durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-12-12 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00329,FR0373,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 10). Já aconteceu várias vezes.,2024-08-03 16:43,2,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00330,FR1807,Vandalismo,Grafittis na entrada do bloco A. Necessária limpeza e eventual instalação de câmaras.,2025-06-30 16:43,1,False,Pendente
OC00331,FR0652,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-04-06 16:43,4,False,em analise
OC00332,FR0506,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-02-13 16:43,4,False,A resolver
OC00333,FR2257,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-04-20 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00334,FR0192,Vandalismo,CAIXAS DE CORREIO ARROMBADAS DURANTE A NOITE. VÁRIOS MORADORES AFETADOS.,2024-09-05 16:43,4,False,Em análise pela administração
OC00335,FR2224,Limpeza,,2024-03-26 16:43,2,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00336,FR0446,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-07-15 16:43,1,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00337,FR0290,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-05-25 16:43,3,False,em analise
OC00338,FR1570,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-05-09 16:43,4,False,em analise
OC00339,FR2131,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-06-04 16:43,4,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00340,FR0059,Ruído,"Barulho excessivo proveniente do apartamento 2B durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-07-15 16:43,3,False,A resolver
OC00341,FR1785,Limpeza,Lixo acumulado no patamar do 8º andar há vários dias. Cheiro nauseabundo.,2025-06-04 16:43,2,False,em analise
OC00342,FR0557,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-08-25 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00343,FR1384,Ruído,Cão do apartamento 3C ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-07-20 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00344,FR1764,Limpeza,Lixo acumulado no patamar do 6º andar há vários dias. Cheiro nauseabundo.,2025-02-17 16:43,2,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00345,FR1213,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 4D. Já causou danos na pintura e no rodapé.",2024-10-23 16:43,2,False,Pendente
OC00346,FR0388,Limpeza,Lixo acumulado no patamar do 2º andar há vários dias. Cheiro nauseabundo.,2024-10-29 16:43,1,False,Em análise pela administração
OC00347,FR1578,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024/09/13 16:43:25,3,Sim,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00348,FR1917,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2025-06-23 16:43,2,False,Pendente
OC00349,FR2172,RUÍDO,"Barulho excessivo proveniente do apartamento 2B durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-08-06 16:43,4,False,A resolver
OC00350,FR0655,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-11-06 16:43,0,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00351,FR1567,Vandalismo,Grafittis na entrada do bloco A. Necessária limpeza e eventual instalação de câmaras.,2025-08-06 16:43,3,False,A resolver
OC00352,FR0337,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-08-27 16:43,4,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00353,FR1757,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-03-01 16:43,2,False,em analise
OC00354,FR1511,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-07-23 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00355,FR1501,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2024-09-01 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00356,FR2303,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-06-22 16:43,1,False,Em análise pela administração
OC00357,FR1422,infiltracao,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2025-03-07 16:43,4,False,em analise
OC00358,FR0816,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-08-23 16:43,4,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00359,FR2147,Vandalismo,Grafittis na entrada do bloco Torre 1. Necessária limpeza e eventual instalação de câmaras.,2025-08-25 16:43,4,False,A resolver
OC00360,FR1858,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-03-19 16:43,2,False,Em análise pela administração
OC00361,FR1226,Ruído,,2024-11-22 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00362,FR1959,Vandalismo,Grafittis na entrada do bloco Torre 2. Necessária limpeza e eventual instalação de câmaras.,2025-05-16 16:43,2,False,Em análise pela administração
OC00363,FR1867,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2025-06-19 16:43,1,False,Pendente
OC00364,FR1860,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-06-07 16:43,2,False,Em análise pela administração
OC00365,FR1745,Limpeza,Lixo acumulado no patamar do 2º andar há vários dias. Cheiro nauseabundo.,23-01-2025 16:43,3,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00366,FR1959,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-03-17 16:43,3,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00367,FR0912,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-04-09 16:43,1,False,Em análise pela administração
OC00368,FR1538,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-11-27 16:43,2,False,
OC00369,FR0487,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-05-25 16:43,2,False,A resolver
OC00370,FR2419,Ruído,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-05-23 16:43,4,False,Em análise pela administração
OC00371,FR2224,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-08-27 16:43,5,False,Pendente
OC00372,FR1407,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 1A. Já causou danos na pintura e no rodapé.",2025-06-28 16:43,3,Não,Pendente
OC00373,FR1923,Ruído,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-04-14 16:43,2,False,Em análise pela administração
OC00374,FR0033,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-10-04 16:43,3,False,Em análise pela administração
OC00375,FR1852,Ruído,Cão do apartamento 1A ladra constantemente durante o dia quando os proprietários estão ausentes.,2025/04/29 16:43:25,1,False,Pendente
OC00376,FR2289,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-02-27 16:43,2,False,Em análise pela administração
OC00377,FR0950,Vandalismo,Grafittis na entrada do bloco Torre 2. Necessária limpeza e eventual instalação de câmaras.,2025-06-04 16:43,3,False,Pendente
OC00378,FR1074,Ruído,Cão do apartamento 3C ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-09-29 16:43,3,False,Pendente
OC00379,FR0611,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-11-10 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00380,FR1996,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 39). Já aconteceu várias vezes.,2024-10-29 16:43,5,False,Em análise pela administração
OC00381,FR1039,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-10-04 16:43,2,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00382,FR1268,Limpeza,Lixo acumulado no patamar do 6º andar há vários dias. Cheiro nauseabundo.,06-03-2025 16:43,3,False,Pendente
OC00383,FR1871,Infiltração,,2025-07-14 16:43,3,False,Em análise pela administração
OC00384,FR0077,Ruído,"Barulho excessivo proveniente do apartamento 5E durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-09-15 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00385,FR1688,Limpeza,Lixo acumulado no patamar do 2º andar há vários dias. Cheiro nauseabundo.,2025-08-16 16:43,1,False,em analise
OC00386,FR1392,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-07-22 16:43,2,False,Em análise pela administração
OC00387,FR0213,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-07-09 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00388,FR0887,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2024-08-15 16:43,5,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00389,FR0052,Barulho,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-08-01 16:43,3,False,em analise
OC00390,FR1810,Ruído,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-10-10 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00391,FR0437,Vandalismo,Grafittis na entrada do bloco Torre1. Necessária limpeza e eventual instalação de câmaras.,2024-05-26 16:43,3,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00392,FR0397,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-03-26 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00393,FR0989,Ruído,,2025-02-18 16:43,1,False,A resolver
OC00394,FR2058,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 94). Já aconteceu várias vezes.,2024-06-19 16:43,4,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00395,FR1622,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-09-05 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
